python3: can't open file '/home/ubuntu/arcana-ecosystem/scripts/relay_provider.py': [Errno 2] No such file or directory
[Fri Jan 16 14:13:57 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:14:07 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:14:17 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:14:27 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:14:37 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:14:47 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:14:57 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:15:07 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:15:17 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:15:27 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:15:37 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:15:47 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:15:57 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:16:07 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:16:17 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:16:27 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:16:37 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:16:47 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:16:57 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:17:07 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:17:17 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:17:27 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:17:37 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:17:47 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:17:57 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:18:07 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:18:17 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:18:27 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:18:37 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:18:47 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:18:57 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:19:07 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:19:17 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:19:27 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:19:38 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:19:48 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:19:58 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:20:08 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:20:18 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:20:28 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:20:38 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:20:48 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:20:58 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:21:08 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:21:18 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:21:28 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:21:38 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:21:48 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:21:58 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:22:08 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:22:18 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:22:28 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:22:38 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:22:48 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:22:58 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:23:08 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:23:18 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:23:28 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:23:38 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:23:48 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:23:58 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:24:08 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:24:18 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:24:28 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:24:38 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:24:48 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:24:58 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:25:08 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:25:18 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:25:28 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:25:38 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:25:48 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:25:58 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:26:08 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:26:18 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:26:28 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:26:38 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:26:48 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:26:59 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:27:09 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:27:19 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:27:29 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:27:39 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:27:49 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:27:59 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:28:09 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:28:19 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:28:29 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:28:39 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:28:49 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:28:59 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:29:09 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:29:19 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:29:29 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:29:39 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:29:49 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:29:59 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:30:09 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:30:19 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:30:29 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:30:39 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:30:49 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:30:59 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:31:09 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:31:19 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:31:29 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:31:39 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:31:49 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:31:59 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:32:09 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:32:19 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:32:29 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:32:39 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:32:49 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:32:59 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:33:09 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:33:19 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:33:29 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:33:39 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:33:49 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:33:59 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:34:09 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:34:19 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:34:30 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:34:40 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:34:50 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:35:00 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:35:10 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:35:20 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:35:30 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:35:40 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:35:50 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:36:00 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:36:10 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:36:20 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:36:30 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:36:40 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:36:50 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:37:00 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:37:10 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:37:20 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:37:30 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:37:40 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:37:50 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:38:00 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:38:10 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:38:20 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:38:30 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:38:40 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:38:50 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:39:00 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:39:10 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:39:20 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:39:30 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:39:40 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:39:50 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:40:00 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:40:10 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:40:20 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:40:30 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:40:40 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:40:50 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:41:00 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:41:10 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:41:20 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:41:30 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:41:41 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:41:51 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:42:01 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:42:11 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:42:21 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:42:31 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:42:41 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:42:51 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:43:01 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:43:11 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:43:21 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:43:31 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:43:41 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:43:51 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:44:01 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:44:11 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:44:21 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:44:31 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:44:41 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:44:51 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:45:01 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:45:11 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:45:21 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:45:31 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:45:41 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:45:51 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:46:01 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:46:11 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:46:21 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:46:31 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:46:41 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:46:51 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:47:01 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:47:11 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:47:21 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
[Fri Jan 16 14:47:31 2026] RELAY_SYNC: 37048 Blocks | Depth: 5,557,200,000,000 ARC | Fees: 740.96 CC
